,clusters,mean
KCNU1,6,0.02679498748010468
STAR,4,0.04725111557662042
ZMAT4,15,0.0021500378838243315
ANK1,1,0.08698989119131258
PLAT,0,0.0021502084657192702
THAP1,0,0.0019932546778226538
CEBPD,1,0.014885450434681955
SNAI2,8,0.004699753988518327
SNTG1,17,0.035752678838225714
PXDNL,10,0.008560919769476606
ST18,6,0.002721577512990615
XKR4,0,0.005497289781284586
IMPAD1,1,0.02339375377486289
NSMAF,16,0.027210772897544817
TOX,5,0.005231766310022192
GGH,4,0.055179628675771523
TRIM55,10,0.079204453014109
MYBL1,15,0.005705618140989786
TRAM1,3,0.09517398969724426
JPH1,18,0.003017791844523361
RP11-758M4.1,12,0.0012991280113963165
PKIA,8,0.00337578206251666
IL7,13,0.004514976737026029
HEY1,1,0.0010443946276741055
SLC10A5,7,0.0016701715598869315
RALYL,17,0.06434192814211448
SLC7A13,18,0.0005134583096761026
RUNX1T1,1,0.008926686024220297
RAD54B,13,0.024569487606313507
CCNE2,18,0.0061006578043162575
C8orf37,12,0.006160742590375881
PABPC1,3,0.2866171296751263
GRHL2,5,0.0025210209879167867
AZIN1,5,0.03222642556914908
BAALC,8,0.0016307267884628704
LRP12,10,0.00650970160964687
ANGPT1,8,0.003752951370413312
SYBU,17,0.039761244198720284
CSMD3,14,0.005961254801165986
TRPS1,9,0.0201322972929279
SAMD12,17,0.010224368213058428
DSCC1,18,0.003812217234665469
HAS2,20,0.0006553228713240854
ZHX1,14,0.02801879920171796
ANXA13,16,0.017482222403159317
ZNF572,7,0.0005301372916841839
TMEM71,11,0.0006431432848795786
MROH6,18,0.0016375762005753636
PARP10,0,0.003828188842899287
CPSF1,19,0.0346139806820822
CBWD1,9,0.008460049506160508
GLIS3,12,0.24557987100533837
